entertainment n.娱乐（活动）；招待
profound adj.深远的；深奥的；深刻的
fragile adj.易碎的；虚弱的；易被吓倒的
invent v.发明，创造；编造
interact v.交流；相互作用
write v.书写；写作
to prep.往，向；到某处；到达（某种状态）；给（某人）；对于（某人或物）；致使（某种反应）
fable n.寓言；谣传
inhabitant n.居民；栖息动物
faint adj.（光、声、味）微弱的；可能性不大的；头晕目眩的
joint adj.联合的，共同的
blue adj.蓝色的；忧郁的
homework n.家庭作业；准备工作
progressive adj.进步的；崇尚变革的；逐步发生的
ambassador n.大使
guilt n.内疚；罪行
sit v.坐；坐落；任职；照看
glory n.荣耀；名望；壮丽
pipe n.管道；烟斗；管乐器
November n.十一月
naval adj.海军的
outfit n.全套服装；团队
riddle n.谜语；谜，神秘事件
breast n.（女性的）乳房；胸部
idle adj.懒惰的；闲置的；没有工作的；漫无目的的
converge v.聚集；会合；趋近
stumble v.绊脚；踉跄；结巴；碰巧找到
evident adj.明显的；清楚的
upgrade v.（使）升级，改进；提升
transparent adj.透明的；清楚易懂的
fracture v.（使）断裂，破裂；（使组织）分裂
several adj.各自的，分别的，不同的
each det.各自，每个
anxiety n.焦虑；担心；渴望
electricity n.电，电能；强烈的感情
curl v.（使）卷曲；蜷缩；（使）缠绕
utmost adj.最大的；极度的
collide v.碰撞；（意见等）严重不一致
fade v.褪色；逐渐消失；渐弱
interesting adj.有趣的，有吸引力的
surrender v.投降；放弃，交出
overflow v.溢出；挤满；扩展出界
aural adj.听觉的
accomplish v.完成，实现
revive v.（使）苏醒，复活
horizon n.地平线；眼界，阅历
installment n.分期付款（的一期）；（连载故事或连续剧的）一期
ring n.戒指；环状物；铃声；（非法）团体
comprehensive adj.全面的；综合性的；广泛的
acquire v.（通过努力）获得；习得；购买到
empire n.帝国；大企业
wonder v.想知道；不知是否；感到诧异
chorus n.合唱团；合唱曲；副歌；齐声
train n.火车；列车；队列；一系列
saturate v.使浸透，渗透；使充满
uniform n.制服
access n.访问，存取；进入；通路；使用权
enemy n.敌人，反对者
shipment n.运输；运输的货物
graph n.图表，曲线图
lobby n.门厅，大厅；游说团体；游说
cage n.笼子；监狱
conquer v.攻克；征服；击败
amend v.修改，修正
viewpoint n.观点，看法；态度
deceit n.欺骗
footstep n.脚步声；足迹
graduate v.毕业；获得学位；授予…学位
revelation n.披露；被曝光的真相；新发现
consume v.消耗；消费；吃，喝；使充满（强烈感情）
bill n.法案；账单；纸币；节目单；喙
ugly adj.丑陋的；令人不快的
excerpt n.摘录，节选，片段
laundry n.洗衣（房）；待洗或洗过的衣物
share v.分享；共用；分摊
burden n.负担，重负
embryo n.胚胎；事物的萌芽期
discuss v.讨论，辩论；论述
fight n.斗争；打架；搏斗
blend v.混合；融合；调和；调制；协调
essence n.本质，精髓；香精，精油
desk n.书桌；服务台
holder n.持有者；支持物
visitor n.游客；来访者
invasion n.入侵；侵犯；干预
set v.放置；使处于…；设置；以…为背景
decrease v.减少，减小，减弱，降低
academic adj.学业的；学术的；学习良好的；纯理论的
lie v.躺，卧；平放；处于；说谎
how adv.多么，怎样，如何
radiant adj.喜气洋洋的；光芒四射的；辐射的
favorite n.最喜欢的人或物
lip n.嘴唇；边沿；粗鲁无礼的话
formulate v.制定计划；构想；认真阐述
heal v.（使）复原；弥合；治愈
surroundings n.周围的事物；环境
on prep.在…上；在（某一天）；关于…
nursery n.托儿所；幼儿园；保育室；苗圃
directory n.目录，名录；电话号码簿
sandwich n.三明治
carpenter n.木工，木匠
clue n.线索，提示
defect n.缺点，缺陷
waitress n.女服务员
as conj.在…同时；像…一样；如…；由于；尽管
creep v.悄悄地缓慢行进；匍匐；不知不觉地出现
repair v.修理；弥补，补救
lock n.锁；一缕头发
mistake n.错误，错事
ever adv.曾经；始终；愈发；在任何时候
appropriate adj.适当的；合适的
bite n.咬；（咬下的）一口；少量食物；叮伤
help n.帮助；有用；有帮助的人（或事物）
marine adj.海洋的；海军的；海运的
cup n.杯子，一杯…；杯状物；奖杯；杯赛
shed n.棚屋；厂房
mend v.修补；愈合；缝补；弥合（分歧）
business n.商业；商务；企业；职责
inherit v.继承；遗传；接手
sympathetic adj.同情的；赞成的
lose v.输掉；丢失；被…夺走
tragic adj.悲惨的；可悲的
conflict n.冲突，争论；抵触，矛盾
breeze n.微风；轻而易举的事
column n.柱，柱状物；纵行，列；专栏
investigate v.调查，侦查；研究
north adj.北方的，向北的
wish n.祝福；心愿
refrain v.克制，避免
nobody n.小人物
swear v.发誓；郑重承诺；咒骂
tooth n.牙齿
hike v.去远足；大幅提高价格
cycle n.循环；周期；自行车
reproduce v.繁殖；复制，仿造；再生产
pay v.支付；偿还；受益；付出代价
honor n.荣幸；荣誉；荣誉称号
chapter n.章；时代；篇章
momentum n.动力，势头；动量；冲力
ignorance n.无知，愚昧
mill n.磨粉机；磨坊，面粉厂
cord n.绳，索，线
departure n.离开，出发；背离
terrific adj.极好的；极其巨大的
innocent adj.无恶意的；清白的；天真的
kindergarten n.幼儿园
fright n.惊吓；恐怖；使人惊吓的经历
violence n.暴力，暴行；（言行的）激烈
wolf n.狼
parameter n.参数；界限；范围
submit v.提交；顺从；屈服；（在法庭上）主张
queue n.行列，队列
toll n.死亡人数；通行费；不利影响
border n.国界，边界；镶边
steep adj.险峻的；大起大落的；昂贵的
existence n.存在；（尤指艰难的）生活方式
amateur adj.业余的；不熟练的
ball n.球，球状物；舞会
oblige v.强迫；照办；帮忙；感激
nightmare n.噩梦，梦魇，可怕的经历
there adv.在那里，到那里；存在
epic n.史诗（般的作品）；壮举
revenge n.报复，复仇
content adj.满足的，满意的；愿意的
watt n.瓦，瓦特
pause n.暂停；延长记号
presently adv.目前；现在
fortunate adj.幸运的
triple v.使成三倍
trick v.欺骗，欺诈
token n.象征，标志；代币
voltage n.电压
actor n.（男）演员
till conj.直到…为止，在…之前
born adj.天生（有某方面才能）的；出生的
layout n.布局，排版，设计
furious adj.暴怒的；激烈的
wrist n.手腕；腕关节
keyboard n.键盘
cigar n.雪茄烟
trust n.相信，信赖；委托，信托
contemplate v.思考；考虑；预期；打算
child n.儿童；子女
mat n.垫子；厚垫子；小地毯
drunk adj.醉酒的；陶醉的
pope n.（天主教）教皇
class v.分类，归类
whom pron.谁，什么人
chamber n.议院；会议厅；房间；腔，室
fever n.发烧；狂热
stocking n.长筒袜
paddle n.船桨；（机具的）桨叶
grant v.同意；给予；（勉强）承认
sparkle v.闪烁；生气勃勃
march n.进行曲；行军；示威游行；（March）三月
waste adj.荒芜的，废弃的，无用的
address n.地址；网址；演说；称呼
spit v.吐（唾沫等）；啐唾沫（表示鄙夷）
sponsor n.赞助者，赞助商；倡议人
wait n.等待（的时间）
zoom v.急速移动；急升，猛涨；变焦摄影
both det.双方
straight adv.笔直地；平正地；直接；直率地
marital adj.婚姻的
build v.建造，创建；（感觉）逐渐增强
opaque adj.不透明的；难懂的
shake v.摇动；握手；摇头；颤抖；使震惊；摆脱
visa n.签证
wedding n.婚礼
aisle n.过道，通道
oxide n.氧化物
niece n.侄女，外甥女
ant n.蚂蚁
weight n.重量；重物，砝码；重担；重要性
pasture v.放牧
leave v.离开；留下；导致；忘了带；遗赠；递交
law n.法律；法规；规律，定律
bribe n.贿赂（物）
jealous adj.妒忌的
arch v.拱起；弓着
refusal n.拒绝，回绝
pain n.疼痛，痛苦；令人头痛的人或事
scandal n.丑事，丑闻
blouse n.（女式）衬衫
exit n.出口，通道；退出；出路
daily adj.每日的，日常的
tie n.领带；联系；绳子；束缚；平局
grip v.紧握；抓牢；感兴趣；对…产生强大影响
grateful adj.感激的，感谢的
word n.单词，字；话语，消息
downstairs adv.往楼下，在楼下
bird n.鸟
bleak adj.前景暗淡的；荒凉的；阴冷的
cow n.母牛；大型雌兽
typhoon n.台风
aluminum n.铝
formal adj.正式的；正规的；刻板的；（与）形式（有关）的
strive v.努力，奋斗，力求
organize v.组织；处理；规划；使有条理
offensive adj.无礼的，攻击性的；令人不适的
despatch v.派遣；发送；迅速处理
owe v.欠（钱）；欠（情）；归功于
wedge n.楔子；楔形物
exquisite adj.精美的；敏锐的；强烈的
integrate v.融入；结合；使平等加入
tumble v.（使）摔倒；倒塌；暴跌；翻滚
toast n.烤面包，吐司；祝酒
confuse v.使迷惑；混淆；使…难以理解
altitude n.海拔，高处，高地
craft n.工艺；技巧；诡计；船；飞行器；职业
view n.看法；态度；看见；视野；景色
golf n.高尔夫（球）
transport n.运输；交通系统，运输工具
commerce n.贸易；商业
exhibition n.展览；展示
maximum adj.最大数量的；最大极限的
pick v.挑选；摘，采；剔除
coarse adj.粗糙的；大颗粒的；粗鲁的
impulse n.冲动；脉冲；推动力
thank n.感谢
peach n.桃子，桃树；桃红色
reserve v.预约，预定；保留
participate v.参与，参加
need v.需要，必需；有必要
scissors n.剪刀
ruthless adj.残酷无情的；残忍的
account v.认为是；视为；说明；解释
accurate adj.准确的，精确的
pathetic adj.可怜的；差劲的
royalty n.王室成员；版税
modify v.调整，修改；修饰
lift v.抬起；增长；移开；空运；解除（限制）；使高兴起来；（云雾）消散；偷窃
puzzle n.谜；疑问，难题
electric adj.电动的；发电的；令人激动的
indicative adj.表明…的，暗示…的；陈述的
of prep.属于；关于；在；当
umbrella n.伞；保护伞；整体
tractor n.拖拉机；牵引车头
downward adj.下降的，向下的
dispute n.争论；争端，纠纷
hardly adv.几乎不；刚刚；很难地
car n.小汽车；火车车厢
camel n.骆驼
irony n.有讽刺意味的情况；反话，讽刺
chess n.国际象棋
episode n.一段经历；（小说的）片段；一集
dock n.码头；月台；被告席；（docks）港区
every det.每个；所有可能的；每逢
equipment n.设备，装备
sniff v.嗅，闻；抽鼻子
troublesome adj.令人烦恼的，麻烦的
acid adj.酸味的；酸性的；（言辞）尖酸的
ski n.滑雪板
curse v.诅咒，咒骂
temptation n.诱惑，引诱； 诱惑物
episode n.一段经历；（小说的）片段；一集
dock n.码头；月台；被告席；（docks）港区
every det.每个；所有可能的；每逢
equipment n.设备，装备
sniff v.嗅，闻；抽鼻子
troublesome adj.令人烦恼的，麻烦的
acid adj.酸味的；酸性的；（言辞）尖酸的
ski n.滑雪板
curse v.诅咒，咒骂
temptation n.诱惑，引诱； 诱惑物
germ n.细菌；胚胎；萌芽；起源
correlate v.相互关联
celebrate v.庆祝；颂扬
lamb n.羊羔（肉）
western adj.西方的；向西的；西部的
specification n.规格；说明书
frown v.皱眉，不赞同
stove n.炉子，火炉
musical adj.音乐的；有音乐天赋的；悦耳的
mean adj.吝啬的；刻薄的；平均的
ownership n.所有权；物主身份
honey n.蜂蜜；亲爱的
corrode v.（受）腐蚀，侵蚀
advise v.建议；向…提供咨询；通知
medium adj.中等的；中号的；适中的
bench n.长椅；工作台；法官；替补席
esteem n.尊敬，敬重
advantage n.优势；有利条件；优点
spill v.洒出，溢出；蜂拥而出
dawn n.黎明，拂晓
